1272	17
1273	6
1274	5
1275	10
1276	6
1277	4
1278	7
1279	5
1280	11
1281	7
1282	8
1283	6
1284	2
1285	4
1286	8
1287	2
1288	5
1289	5
1290	11
1291	10
1292	16
1293	25
1294	7
1295	8
1296	12
1297	7
1298	6
1299	6
1300	4
1301	17
1302	9
1303	14
1304	4
1305	16
1306	36
1307	38
1308	8
1309	8
1310	6
1311	4
1312	17
1313	8
1314	14
1315	3
1316	4
1317	6
1318	2
1319	5
1320	3
1321	10
1322	7
1323	5
1324	2
1325	5
1326	0
