1	88906
2	25235
3	2314
4	717
5	724
6	653
7	651
8	648
9	594
10	623
11	550
12	566
13	515
14	495
15	577
16	545
17	524
18	515
19	557
20	479
21	456
22	478
23	493
24	459
25	447
26	468
27	480
28	355
29	514
30	429
31	489
32	422
33	435
34	453
35	468
36	418
37	436
38	442
39	462
40	480
41	511
42	446
43	414
44	444
45	381
46	420
47	433
48	445
49	457
50	441
51	424
52	465
53	460
54	544
55	424
56	431
57	443
58	450
59	446
60	491
61	461
62	456
63	460
64	446
65	420
66	496
67	498
68	424
69	443
70	446
71	451
72	431
73	444
74	395
75	407
76	379
77	405
78	462
79	432
80	462
81	447
82	493
83	433
84	454
85	418
86	578
87	379
88	383
89	416
90	433
91	413
92	366
93	381
94	327
95	371
96	351
97	399
98	399
99	349
100	356
101	345
102	325
103	374
104	350
105	368
106	382
107	379
108	364
109	357
110	406
111	448
112	403
113	385
114	360
115	364
116	454
117	356
118	364
119	368
120	385
121	401
122	346
123	339
124	399
125	309
126	332
127	314
128	323
129	328
130	339
131	344
132	404
133	419
134	399
135	367
136	357
137	414
138	304
139	314
140	324
141	312
142	361
143	335
144	390
145	298
146	340
147	334
148	295
149	296
150	267
151	320
152	325
153	366
154	313
155	308
156	265
157	305
158	258
159	275
160	231
161	284
162	294
163	278
164	409
165	257
166	232
167	253
168	264
169	276
170	275
171	271
172	232
173	310
174	247
175	283
176	294
177	271
178	270
179	296
180	283
181	271
182	260
183	273
184	258
185	275
186	252
187	272
188	383
189	241
190	203
191	183
192	250
193	190
194	188
195	163
196	158
197	134
198	164
199	180
200	148
201	171
202	163
203	195
204	175
205	194
206	137
207	166
208	162
209	141
210	208
211	197
212	163
213	155
214	158
215	138
216	139
217	141
218	141
219	164
220	155
221	152
222	145
223	156
224	157
225	142
226	146
227	151
228	159
229	173
230	138
231	156
232	133
233	145
234	153
235	111
236	150
237	122
238	146
239	182
240	141
241	153
242	130
243	131
244	173
245	131
246	105
247	182
248	141
249	151
250	165
251	152
252	141
253	144
254	164
255	153
256	137
257	144
258	212
259	159
260	145
261	121
262	134
263	154
264	221
265	146
266	128
267	124
268	105
269	145
270	166
271	161
272	146
273	203
274	190
275	140
276	142
277	117
278	137
279	207
280	218
281	212
282	185
283	163
284	104
285	156
286	127
287	132
288	114
289	131
290	127
291	124
292	160
293	127
294	131
295	152
296	138
297	132
298	126
299	115
300	120
301	141
302	121
303	107
304	111
305	206
306	314
307	126
308	127
309	104
310	112
311	163
312	115
313	103
314	130
315	143
316	165
317	107
318	137
319	123
320	136
321	95
322	117
323	108
324	79
325	105
326	149
327	138
328	132
329	99
330	159
331	121
332	115
333	106
334	114
335	121
336	148
337	106
338	113
339	105
340	88
341	119
342	105
343	84
344	100
345	107
346	89
347	99
348	84
349	105
350	104
351	89
352	91
353	122
354	124
355	126
356	123
357	116
358	118
359	109
360	114
361	102
362	130
363	135
364	98
365	113
366	102
367	99
368	80
369	115
370	120
371	98
372	100
373	117
374	124
375	114
376	111
377	82
378	88
379	87
380	115
381	106
382	149
383	126
384	189
385	136
386	128
387	89
388	89
389	89
390	97
391	104
392	142
393	156
394	129
395	89
396	95
397	89
398	128
399	94
400	120
401	125
402	92
403	112
404	80
405	102
406	149
407	77
408	103
409	95
410	116
411	136
412	109
413	67
414	71
415	113
416	109
417	105
418	117
419	88
420	78
421	83
422	116
423	108
424	96
425	87
426	184
427	203
428	96
429	99
430	104
431	66
432	61
433	80
434	124
435	109
436	122
437	112
438	78
439	122
440	84
441	115
442	73
443	89
444	69
445	110
446	359
447	504
448	140
449	89
450	97
451	76
452	82
453	89
454	99
455	83
456	87
457	120
458	101
459	80
460	114
461	70
462	66
463	65
464	66
465	55
466	142
467	165
468	99
469	117
470	87
471	104
472	70
473	92
474	61
475	56
476	48
477	39
478	51
479	33
480	58
481	51
482	26
483	36
484	59
485	41
486	52
487	51
488	56
489	43
490	37
491	63
492	49
493	46
494	91
495	91
496	115
497	74
498	37
499	29
500	72
501	84
502	55
503	20
504	54
505	47
506	46
507	33
508	33
509	17
510	20
511	31
512	26
513	31
514	38
515	25
516	40
517	37
518	34
519	32
520	30
521	25
522	42
523	19
524	22
525	28
526	19
527	25
528	31
529	19
530	26
531	40
532	28
533	29
534	46
535	34
536	35
537	26
538	19
539	30
540	19
541	20
542	25
543	27
544	29
545	25
546	28
547	62
548	50
549	32
550	31
551	26
552	23
553	27
554	27
555	32
556	18
557	34
558	25
559	29
560	34
561	30
562	25
563	27
564	18
565	27
566	41
567	58
568	59
569	34
570	24
571	28
572	29
573	29
574	18
575	22
576	23
577	25
578	47
579	38
580	32
581	29
582	24
583	28
584	26
585	34
586	37
587	21
588	41
589	34
590	20
591	26
592	30
593	22
594	38
595	24
596	20
597	34
598	28
599	26
600	45
601	35
602	31
603	50
604	41
605	35
606	35
607	41
608	20
609	24
610	27
611	20
612	29
613	33
614	25
615	18
616	28
617	31
618	31
619	14
620	27
621	16
622	27
623	61
624	84
625	33
626	42
627	31
628	32
629	23
630	36
631	30
632	17
633	34
634	27
635	29
636	21
637	34
638	16
639	20
640	56
641	96
642	74
643	26
644	28
645	20
646	30
647	24
648	16
649	34
650	49
651	30
652	34
653	30
654	22
655	19
656	27
657	13
658	33
659	32
660	47
661	46
662	41
663	24
664	19
665	19
666	27
667	15
668	43
669	48
670	42
671	31
672	34
673	63
674	26
675	15
676	14
677	52
678	36
679	15
680	27
681	29
682	25
683	25
684	28
685	15
686	19
687	35
688	13
689	20
690	29
691	16
692	31
693	25
694	21
695	29
696	32
697	40
698	15
699	26
700	24
701	24
702	19
703	29
704	28
705	34
706	20
707	33
708	16
709	16
710	17
711	26
712	17
713	38
714	24
715	74
716	95
717	47
718	22
719	31
720	15
721	24
722	30
723	31
724	28
725	43
726	33
727	29
728	20
729	23
730	44
731	36
732	36
733	50
734	35
735	36
736	28
737	23
738	51
739	25
740	28
741	36
742	41
743	43
744	43
745	17
746	18
747	20
748	27
749	16
750	33
751	23
752	19
753	37
754	60
755	46
756	35
757	34
758	31
759	12
760	21
761	24
762	20
763	18
764	15
765	17
766	31
767	25
768	18
769	22
770	24
771	31
772	29
773	23
774	25
775	26
776	18
777	21
778	21
779	22
780	18
781	15
782	18
783	21
784	20
785	15
786	17
787	22
788	21
789	19
790	41
791	26
792	19
793	16
794	25
795	23
796	22
797	36
798	34
799	20
800	21
801	25
802	14
803	26
804	25
805	26
806	24
807	30
808	27
809	17
810	21
811	17
812	14
813	9
814	17
815	22
816	35
817	35
818	23
819	25
820	25
821	25
822	23
823	17
824	12
825	22
826	10
827	25
828	24
829	21
830	37
831	40
832	22
833	28
834	21
835	29
836	27
837	31
838	28
839	21
840	23
841	17
842	24
843	27
844	21
845	25
846	24
847	19
848	29
849	8
850	20
851	34
852	22
853	10
854	25
855	22
856	25
857	18
858	15
859	10
860	20
861	27
862	31
863	46
864	24
865	27
866	25
867	21
868	19
869	12
870	12
871	8
872	12
873	20
874	22
875	13
876	22
877	25
878	14
879	20
880	38
881	27
882	27
883	32
884	66
885	28
886	20
887	25
888	35
889	29
890	21
891	20
892	34
893	34
894	8
895	14
896	23
897	15
898	13
899	21
900	49
901	27
902	12
903	20
904	16
905	15
906	15
907	25
908	28
909	24
910	27
911	21
912	18
913	24
914	12
915	16
916	37
917	17
918	27
919	15
920	20
921	22
922	24
923	22
924	14
925	15
926	11
927	16
928	47
929	50
930	30
931	18
932	26
933	17
934	23
935	30
936	10
937	21
938	11
939	15
940	18
941	31
942	36
943	23
944	17
945	17
946	20
947	25
948	19
949	15
950	16
951	19
952	19
953	34
954	19
955	16
956	16
957	19
958	13
959	14
960	15
961	26
962	31
963	17
964	15
965	20
966	22
967	17
968	8
969	50
970	249
971	608
972	545
973	514
974	1085
975	723
976	134
977	42
978	11
979	18
980	17
981	39
982	35
983	20
984	24
985	9
986	12
987	12
988	7
989	5
990	10
991	12
992	5
993	9
994	11
995	15
996	14
997	8
998	7
999	9
1000	19
1001	13
1002	9
1003	14
1004	21
1005	9
1006	20
1007	12
1008	2
1009	3
1010	11
1011	10
1012	6
1013	5
1014	12
1015	17
1016	5
1017	9
1018	3
1019	7
1020	15
1021	3
1022	12
1023	3
1024	2
1025	7
1026	13
1027	10
1028	13
1029	13
1030	4
1031	10
1032	6
1033	4
1034	6
1035	13
1036	8
1037	4
1038	8
1039	10
1040	11
1041	8
1042	4
1043	8
1044	3
1045	8
1046	2
1047	3
1048	4
1049	5
1050	6
1051	7
1052	6
1053	6
1054	9
1055	6
1056	12
1057	16
1058	6
1059	7
1060	12
1061	7
1062	3
1063	4
1064	5
1065	11
1066	4
1067	5
1068	6
1069	8
1070	8
1071	6
1072	12
1073	10
1074	9
1075	9
1076	17
1077	8
1078	12
1079	8
1080	10
1081	10
1082	21
1083	22
1084	38
1085	16
1086	16
1087	2
1088	5
1089	10
1090	3
1091	4
1092	6
1093	10
1094	7
1095	14
1096	14
1097	10
1098	16
1099	4
1100	5
1101	9
1102	2
1103	8
1104	11
1105	4
1106	6
1107	13
1108	7
1109	3
1110	1
1111	11
1112	7
1113	18
1114	8
1115	13
1116	8
1117	8
1118	8
1119	9
1120	7
1121	7
1122	10
1123	32
1124	12
1125	14
1126	5
1127	6
1128	8
1129	4
1130	10
1131	11
1132	6
1133	4
1134	5
1135	7
1136	4
1137	11
1138	2
1139	12
1140	6
1141	9
1142	16
1143	9
1144	4
1145	7
1146	7
1147	5
1148	9
1149	15
1150	5
1151	11
1152	8
1153	12
1154	14
1155	3
1156	5
1157	8
1158	5
1159	3
1160	5
1161	8
1162	8
1163	7
1164	7
1165	15
1166	6
1167	5
1168	3
1169	4
1170	9
1171	7
1172	6
1173	4
1174	9
1175	4
1176	9
1177	9
1178	11
1179	4
1180	11
1181	9
1182	8
1183	13
1184	8
1185	10
1186	5
1187	11
1188	6
1189	14
1190	19
1191	26
1192	29
1193	21
1194	6
1195	9
1196	8
1197	13
1198	3
1199	9
1200	8
1201	6
1202	6
1203	7
1204	10
1205	2
1206	8
1207	4
1208	4
1209	2
1210	2
1211	4
1212	11
1213	7
1214	14
1215	15
1216	7
1217	6
1218	8
1219	12
1220	5
1221	9
1222	7
1223	1
1224	5
1225	6
1226	3
1227	10
1228	11
1229	8
1230	9
1231	6
1232	8
1233	5
1234	9
1235	8
1236	6
1237	5
1238	2
1239	8
1240	11
1241	4
1242	9
1243	3
1244	7
1245	6
1246	8
1247	9
1248	5
1249	3
1250	4
1251	13
1252	4
1253	1
1254	5
1255	7
1256	9
1257	12
1258	6
1259	7
1260	6
1261	6
1262	6
1263	2
1264	3
1265	20
1266	13
1267	3
1268	3
1269	4
1270	7
1271	6
